capacity_kwh,power_kw,bound,grid_import_kwh_yr,pv_export_kwh_yr,night_grid_import_kwh_yr,nonev_night_grid_import_kwh_yr,night_self_sufficiency_pct,nonev_night_self_sufficiency_pct,cycles_per_yr,marginal_kwh_per_kwh,nonev_marginal_kwh_per_kwh
1.0,3.7,discharge_first,4057.863550024013,3559.338660968449,2635.530834151623,2077.294919843776,2.009408232630372,2.4821599543022876,433.0713095760777,250.44272959374302,72.83335137050562
1.5,3.7,discharge_first,3945.6532693272775,3434.660571305593,2585.575218538594,2028.064257106203,3.8667875023362774,4.793275168769462,367.4582630132556,224.42056139347096,98.46132547514571
2.0,3.7,discharge_first,3842.103090812316,3319.6048174000666,2526.111371804543,1969.4341305289831,6.077688416386673,7.545644729200651,330.0937912152253,207.10035702992263,117.26025315443985
2.5,3.7,discharge_first,3746.323430378337,3213.1829724734635,2461.0576146716435,1905.4497025195521,8.496425497941473,10.549369985751333,304.4033110496551,191.55932086795838,127.96885601886197
3.0,3.7,discharge_first,3656.907129075566,3113.831526581711,2393.2857050136354,1838.667419516514,11.01622509449246,13.684439507929024,285.0435666826337,178.83260260554198,133.56456600607635
3.5,3.7,discharge_first,3572.4971199463916,3019.9853016228853,2324.1862227052547,1770.5691924298021,13.58538462564881,16.881285537349346,269.7095260675901,168.82001825834868,136.19645417342372
4.0,3.7,discharge_first,3493.4290638234256,2932.0568926505703,2257.2396412052935,1704.5815058449462,16.074498034217722,19.979053025199146,256.80321849940634,158.13611224593205,131.97537316971193
4.5,3.7,discharge_first,3420.6091977522765,2851.07091706926,2194.3228250024986,1642.671918167187,18.41378239087953,22.885375671436048,245.3034143552814,145.63973214229827,123.81917535551838
5.0,3.7,discharge_first,3354.203084519422,2777.2113335304475,2137.3096634343565,1586.6921308114163,20.53356538419413,25.513326039486216,234.7533072845732,132.8122264657086,111.95957471154134
5.5,3.7,discharge_first,3294.5020252165646,2710.8018099138085,2086.498165222678,1536.8678989620416,22.422766874015366,27.852306135895667,224.83813758939755,119.40211860571526,99.64846369874931
6.0,3.7,discharge_first,3240.7114111396954,2650.959447659383,2042.0602121723532,1493.314212749882,24.074996193401653,29.896917791595147,215.538575961665,107.58122815373827,87.10737242431924
6.5,3.7,discharge_first,3193.66396996217,2598.609499737593,2004.4440796036838,1456.5757355583232,25.47358620139535,31.621591985935538,206.57770431725487,94.09488235505069,73.47695438311757
7.0,3.7,discharge_first,3152.426313818031,2552.7148685196194,1971.9134987145649,1424.9228100463824,26.683092396714503,33.10752684167761,198.02330530874085,82.47531228827847,63.30585102388159
7.5,3.7,discharge_first,3115.27440100623,2511.3599521153096,1944.220139682768,1398.1071063916997,27.712747828700955,34.3663801102866,190.03605517402863,74.30382562360137,53.631407309365386
8.0,3.7,discharge_first,3082.6602866243843,2475.047033966477,1921.9127756570065,1376.7037647817679,28.542148787828104,35.37115204884107,182.45013256536893,65.22822876369173,42.80668321986377
8.5,3.7,discharge_first,3054.4564463098436,2443.6344203369263,1903.8648036178452,1359.6009600718266,29.213183039221178,36.17403687665467,175.21050746889267,56.40768062908137,34.20560941988242
9.0,3.7,discharge_first,3030.1011146548835,2416.497927440201,1888.8490887172632,1345.527529660801,29.771476180721013,36.83470885086807,168.32516718903926,48.710663309920164,28.146860822051167
9.5,3.7,discharge_first,3008.7154991360903,2392.661119139259,1876.1880827259392,1333.7590110903084,30.24221985534753,37.387177593062106,161.8355451506984,42.7712310375864,23.537037140985376
10.0,3.7,discharge_first,2990.2722571145823,2372.09361472414,1865.3366638305833,1323.8504922837246,30.645682013821506,37.85232933576356,155.6851617901651,36.886484043016026,19.817037613167486
10.5,3.7,discharge_first,2973.8748669368215,2353.834089530872,1855.94478961058,1315.3739541232626,30.994877439918312,38.25025727780819,149.91543129667593,32.79478035552165,16.953076320924083
11.0,3.7,discharge_first,2959.2186721730623,2337.5494286822395,1847.8624994554573,1308.1693193452732,31.295381757634257,38.58847618700403,144.50360018642147,29.312389527518462,14.40926955597888
11.5,3.7,discharge_first,2945.8779341927593,2322.7263864819015,1840.3434166474328,1301.527891914382,31.57494569380931,38.900255536047766,139.44195514218913,26.681475960605894,13.282854861782198
12.0,3.7,discharge_first,2933.5214278385524,2308.9969349772277,1833.5545394186288,1295.616670062711,31.8273601556195,39.1777556548317,134.71577774408982,24.71301270841377,11.822443703342287
12.5,3.7,discharge_first,2922.137985129469,2296.348665300489,1827.628823264522,1290.5686092857416,32.047681779279536,39.414734996901466,130.2857523361429,22.766885418166567,10.096121553938701
13.0,3.7,discharge_first,2911.9565382722876,2285.035946570285,1822.3805255211844,1286.1807020115457,32.24281658664997,39.620723677474835,126.09917051407972,20.362893714363054,8.775814548391736
13.5,3.7,discharge_first,2902.5896262556917,2274.6282665518415,1817.4680591695583,1282.078379084965,32.42546498468629,39.81330570670358,122.15919437547612,18.733824033191922,8.20464585316131
14.0,3.7,discharge_first,2893.75502396272,2264.812041781884,1812.9934779258015,1278.4139412662541,32.59183255599496,39.985331381849086,118.460621816424,17.66920458594359,7.328875637421788
14.5,3.7,discharge_first,2885.6177983081284,2255.7706799434486,1808.7885733204675,1275.0403045118205,32.748173390737904,40.143705508819906,114.96649697372314,16.27445130918295,6.747273508867238
15.0,3.7,discharge_first,2878.0770817350785,2247.3921059734084,1804.632176000857,1271.6762616038275,32.90271069597115,40.3016292562256,111.66345350077758,15.081433146099698,6.7280858159861054
15.5,3.7,discharge_first,2871.2134693900607,2239.7658700344946,1800.7942681777258,1268.5809852536547,33.04540637376932,40.44693585719493,108.52752629752801,13.727224690035655,6.190552700345506
16.0,3.7,discharge_first,2864.7444095837272,2232.5780258052346,1797.3373465156558,1265.8153093547592,33.17393676126096,40.57676948714818,105.56163714062092,12.938119612666924,5.531351797791103
16.5,3.7,discharge_first,2858.5682819908075,2225.7156618130984,1793.986258762704,1263.1393411226788,33.29853218155391,40.702391823933645,102.75681098120309,12.352255185839567,5.351936464160644
17.0,3.7,discharge_first,2852.7945291154524,2219.3003808404796,1790.8209855050734,1260.6491873859202,33.41621890925273,40.81929116810991,100.09205975267598,11.547505750710116,4.980307473517314
17.5,3.7,discharge_first,2847.259591021395,2213.1504496248563,1787.5885020105345,1258.0918234122523,33.5364045532238,40.93934567194586,97.56521522404664,11.069876188114904,5.114727947335723
18.0,3.7,discharge_first,2841.8966115376866,2207.191583531858,1784.283361159141,1255.461802081735,33.65929164060133,41.06281104846806,95.16869488792274,10.725958967416773,5.260042661034731
18.5,3.7,discharge_first,2836.828476883417,2201.5603228048913,1781.101951529304,1252.955511972769,33.77757832814162,41.18046790865652,92.88493981438137,10.13626930853934,5.012580217931827
19.0,3.7,discharge_first,2832.195079847219,2196.41210387579,1778.198274795392,1250.7230244884138,33.88553874270789,41.28527120611982,90.69729718969211,9.266794072395896,4.464974968710521
19.5,3.7,discharge_first,2827.967983942764,2191.7153306486134,1775.5688568562555,1248.7012141180614,33.98330205343109,41.38018434455544,88.59990878155996,8.454191808909854,4.043620740704682
20.0,3.7,discharge_first,2824.074373643883,2187.389096983188,1773.0767575553266,1246.8373947584898,34.07595977614738,41.46768065355062,86.58983791985705,7.787220597761916,3.727638719143215
20.5,3.7,discharge_first,2820.3557613669063,2183.2573055643325,1770.713448841505,1245.1345821848117,34.163828988829515,41.54761855866052,84.66883351754845,7.437224553953456,3.4056251473562043
21.0,3.7,discharge_first,2816.815052990532,2179.3231851461396,1768.707127854435,1243.7358687665264,34.238425187155364,41.61328064163734,82.83038802659811,7.081416752748737,2.797426836570594
21.5,3.7,discharge_first,2813.5240383495743,2175.6665022117386,1766.981785720894,1242.5643923551775,34.302574425887855,41.6682751675508,81.06522672076335,6.582029281915311,2.342952822697953
22.0,3.7,discharge_first,2810.4753923964813,2172.279117819412,1765.3806251219414,1241.446674413855,34.362106521878864,41.72074602201488,79.36870343180308,6.097291906186001,2.235435882645106
22.5,3.7,discharge_first,2807.617636628987,2169.103833633307,1763.7254709743504,1240.3934318702195,34.42364612987243,41.77019010283287,77.73865064290904,5.715511534988764,2.106485087270812
23.0,3.7,discharge_first,2804.78213464132,2165.953275869238,1761.961355388953,1239.236923853608,34.48923698842703,41.82448194300353,76.17845123477554,5.671003975333406,2.3130160332229934
23.5,3.7,discharge_first,2802.1726218387303,2163.053817199692,1760.3127123774202,1238.1802541440354,34.550534508539435,41.874086910856136,74.67452059495791,5.219025605179922,2.113339419145177
24.0,3.7,discharge_first,2799.6088125473766,2160.2051402092984,1758.7420123746695,1237.1496497579826,34.60893406158737,41.92246825175744,73.23124919183293,5.127618582707328,2.0612087721056014
24.5,3.7,discharge_first,2797.110870320147,2157.4296488457126,1757.1255207435443,1236.058031607814,34.66903617440214,41.973713861199904,71.84405687652058,4.995884454458974,2.1832363003372848
25.0,3.7,discharge_first,2794.7366310806306,2154.7916052462483,1755.7733496051992,1235.082791436775,34.719310695307094,42.01949614954857,70.50714370696984,4.7484784790331105,1.9504803420777534
25.5,3.7,discharge_first,2792.4412247096666,2152.2411537229536,1754.4334788797028,1234.0804804717147,34.76912787960327,42.06654926628857,69.2194043100722,4.590812741927948,2.00462193012072
26.0,3.7,discharge_first,2790.231507837825,2149.785912754245,1753.1453088259655,1233.1298701784146,34.81702280241237,42.11117531415604,67.97772414102586,4.41943374368293,1.901220586600175
26.5,3.7,discharge_first,2788.0711253710347,2147.385487791144,1751.8916584583067,1232.2137795711917,34.86363426292135,42.15418084815564,66.78094016882345,4.320764933580904,1.8321812144458818
27.0,3.7,discharge_first,2785.910742904245,2144.985062828042,1750.668353115091,1231.3280339884118,34.90911747751348,42.19576184623038,65.62848152892478,4.320764933579085,1.771491165559837
27.5,3.7,discharge_first,2783.931798803003,2142.786236048883,1749.422372549249,1230.418714271267,34.955443770264594,42.23844952330496,64.51098546672395,3.957888202484355,1.8186394342897074
28.0,3.7,discharge_first,2782.0027137317284,2140.6428081919107,1748.1697553664524,1229.503656848907,35.00201681635067,42.281406554824116,63.431525578550335,3.85817014254917,1.8301148447199012
28.5,3.7,discharge_first,2780.153968767203,2138.5886471202202,1747.0135837923895,1228.7196681632274,35.04500395778683,42.31821061308153,62.38697415896446,3.697489929050789,1.5679773713591203
29.0,3.7,discharge_first,2778.344813243957,2136.5784743166128,1745.7908702301431,1227.9020263135044,35.09046516961328,42.356594506651135,61.3770047505339,3.6183110464917263,1.635283699446063
29.5,3.7,discharge_first,2776.651205203886,2134.6966876054225,1744.4433053651035,1226.9595331609878,35.140568426558346,42.400839498353214,60.39714857867192,3.387216080142025,1.8849863050331805
30.0,3.7,discharge_first,2774.9634064017037,2132.8213556030005,1743.1758597750008,1226.097159283408,35.18769280157903,42.44132332039027,59.449750446296854,3.3755976043648843,1.7247477551595694
